depvar;genitive_type;por_length_words;pum_length_words;animacy;alpha_persistence_S;alpha_persistence_OF;alpha_persistence_NN;beta_persistence_S;beta_persistence_OF;beta_persistence_NN;TTR;por_thematicity_ptw;pum_thematicity_ptw;final_sibilancy;time;por_head_noun;pum_head_noun;register;filename;period;year;gen_phrase
0;OF;1;2;non-animate;no;no;no;no;yes;no;45;1.3;1.3;yes;-1.715451562;OTHER;OTHER;news;1672lon1.n2b;1650-1699;1672;the present posture of things
0;OF;1;2;animate;no;no;no;no;no;no;49;2.16;1.73;yes;-1.715451562;OTHER;audience;news;1672lon1.n2b;1650-1699;1672;private audience of his holiness
0;OF;2;1;non-animate;no;yes;no;no;yes;no;40;2.16;0.43;yes;-1.715451562;OTHER;OTHER;news;1672lon1.n2b;1650-1699;1672;the prejudice of his own affairs
0;OF;2;1;non-animate;no;yes;no;no;yes;yes;41;1.3;0.87;no;-1.715451562;month;beginning;news;1672lon1.n2b;1650-1699;1672;the beginning of the next month
0;OF;4;1;animate;no;yes;no;no;yes;yes;43;0.43;0.43;no;-1.715451562;OTHER;death;news;1672lon1.n2b;1650-1699;1672;the death of little madam of france
0;OF;9;3;non-animate;no;yes;no;no;yes;no;11;1.3;0.43;yes;-1.715451562;OTHER;OTHER;news;1672lon1.n2b;1650-1699;1672;the hope of totterdam of about 140 tuns laden with willes from the maderas
0;OF;6;1;non-animate;no;yes;no;no;yes;no;41;1.3;0.43;no;-1.715451562;OTHER;news;news;1672lon1.n2b;1650-1699;1672;the news of the promotion of the archbishop of tholouze
0;OF;3;1;non-animate;no;no;no;no;yes;no;46;0.87;0.43;yes;-1.715451562;OTHER;OTHER;news;1672lon1.n2b;1650-1699;1672;the preservation of the peace of italy
0;OF;2;2;animate;no;no;no;no;yes;no;44;1.3;0.87;no;-1.715451562;signior;absence;news;1672lon1.n2b;1650-1699;1672;the long absence of the grand signior
0;OF;1;2;animate;no;no;no;no;yes;no;44;0.43;0.43;no;-1.715451562;OTHER;situation;news;1672lon1.n2b;1650-1699;1672;the pleasant situation of adrtianople
1;S;3;1;animate;no;no;no;no;yes;no;42;0.43;1.73;no;-1.715451562;OTHER;regiment;news;1672lon1.n2b;1650-1699;1672;granas regiment
1;S;1;4;animate;yes;yes;no;yes;yes;no;41;0.87;0.43;no;-1.715451562;emperor;OTHER;news;1672lon1.n2b;1650-1699;1672;the emperors ratification of the treaty
0;OF;7;1;non-animate;yes;yes;no;yes;yes;no;42;0.87;0.43;no;-1.715451562;treaty;OTHER;news;1672lon1.n2b;1650-1699;1672;ratification of the treaty lately concluded between our elector and
0;OF;2;1;animate;no;no;no;no;yes;no;38;1.3;0.87;no;-1.715451562;elector;interests;news;1672lon1.n2b;1650-1699;1672;the interests of our elector
0;OF;1;1;non-animate;no;no;no;no;yes;no;45;3.89;0.87;no;-1.715451562;OTHER;beginning;news;1672lon1.n2b;1650-1699;1672;the beginning of may
0;OF;1;1;non-animate;no;no;no;yes;yes;yes;43;2.6;1.3;no;-1.715451562;state;part;news;1672lon1.n2b;1650-1699;1672;the part of this state
0;OF;1;1;non-animate;no;yes;no;no;yes;no;41;2.6;0.87;no;-1.715451562;state;OTHER;news;1672lon1.n2b;1650-1699;1672;the resolutions of this state
0;OF;3;1;non-animate;no;no;no;no;yes;no;44;3.03;0.87;yes;-1.715451562;states;interest;news;1672lon1.n2b;1650-1699;1672;the interest of the states his masters
0;OF;4;3;non-animate;no;yes;no;no;yes;yes;40;1.73;0.87;yes;-1.715451562;forces;OTHER;news;1672lon1.n2b;1650-1699;1672;other chief officers of the forces of this state
0;OF;2;1;animate;no;no;no;no;yes;yes;42;0.43;0.43;yes;-1.715451562;OTHER;OTHER;news;1672lon1.n2b;1650-1699;1672;the design of our neighbors
0;OF;2;2;non-animate;no;yes;no;no;yes;yes;41;1.3;0.43;no;-1.715451562;month;end;news;1672lon1.n2b;1650-1699;1672;the latter end of the next month
0;OF;2;2;animate;no;no;no;no;yes;no;43;6.49;1.3;no;-1.715451562;men;part;news;1672lon1.n2b;1650-1699;1672;the greatest part of their men
0;OF;4;1;animate;no;yes;no;no;yes;yes;46;0.43;0.43;no;-1.715451562;OTHER;OTHER;news;1672lon1.n2b;1650-1699;1672;commander of the noble katherine of london
1;S;1;2;animate;no;no;no;no;yes;no;43;0.43;0.87;no;-1.715451562;master;OTHER;news;1672lon1.n2b;1650-1699;1672;his masters constant resolutions
0;OF;1;1;non-animate;yes;no;no;yes;yes;no;42;0.43;0.87;no;-1.715451562;empire;peace;news;1672lon1.n2b;1650-1699;1672;the peace of the empire
0;OF;1;1;non-animate;yes;yes;no;yes;yes;no;39;1.73;0.87;no;-1.715451562;crown;interests;news;1672lon1.n2b;1650-1699;1672;the interests of this crown
0;OF;6;2;animate;no;yes;no;no;yes;yes;39;3.03;0.87;no;-1.715451562;court;satisfaction;news;1672lon1.n2b;1650-1699;1672;the great satisfaction of their majesties and the whole court
0;OF;3;1;animate;no;yes;no;no;yes;yes;39;0.428265525;0.87;no;-1.715451562;OTHER;arrival;news;1672lon1.n2b;1650-1699;1672;the arrival of don pedro darragon
0;OF;4;1;non-animate;no;yes;no;no;yes;yes;38;0.87;1.73;yes;-1.715451562;OTHER;OTHER;news;1672lon1.n2b;1650-1699;1672;general of the galleys of that kingdom
1;S;2;1;non-animate;no;no;no;no;yes;yes;42;0.87;0.43;no;-1.715451562;year;OTHER;news;1672lon1.n2b;1650-1699;1672;the last years flora
0;OF;1;1;non-animate;yes;yes;no;yes;yes;yes;43;0.43;1.3;yes;-1.715451562;parts;security;news;1672lon1.n2b;1650-1699;1672;the security of those parts
1;S;1;1;animate;no;yes;no;no;no;no;6;3.46;1.3;no;-1.715451562;majesty;fleet;news;1672lon2.n2b;1650-1699;1672;majesties fleet
0;OF;1;1;animate;no;no;no;no;no;no;42;0.43;0.87;yes;-1.715451562;OTHER;assistance;news;1672lon2.n2b;1650-1699;1672;the assistance of the hollanders
0;OF;3;1;animate;no;yes;no;no;yes;yes;44;2.16;1.73;no;-1.715451562;OTHER;command;news;1672lon2.n2b;1650-1699;1672;the command of the count de rochefort
0;OF;4;1;animate;no;yes;no;no;yes;yes;40;1.73;0.43;yes;-1.715451562;OTHER;rest;news;1672lon2.n2b;1650-1699;1672;the rest of the lords ambassadors and plenipotentiaries
1;S;1;2;animate;no;yes;no;no;yes;yes;39;2.6;0.43;no;-1.715451562;king;OTHER;news;1672lon2.n2b;1650-1699;1672;the kings last propositions
0;OF;2;1;animate;no;yes;no;no;yes;no;40;0.43;1.73;no;-1.715451562;OTHER;command;news;1672lon2.n2b;1650-1699;1672;the command of count schellard
0;OF;6;1;animate;no;yes;no;no;yes;yes;41;0.43;0.87;no;-1.715451562;OTHER;OTHER;news;1672lon2.n2b;1650-1699;1672;the regiments of marquis warny and the marquis farrio
0;OF;4;1;animate;no;yes;no;no;yes;no;46;1.73;0.43;yes;-1.715451562;OTHER;house;news;1672lon2.n2b;1650-1699;1672;the house of one of our magistrates
0;OF;1;1;non-animate;no;yes;no;no;yes;no;46;1.73;0.43;no;-1.715451562;OTHER;OTHER;news;1672lon2.n2b;1650-1699;1672;the windows of another
0;OF;8;1;animate;no;yes;no;no;yes;no;43;2.6;0.87;yes;-1.715451562;persons;assistance;news;1672lon2.n2b;1650-1699;1672;the assistance of some of the sober persons in the government
0;OF;1;1;non-animate;no;yes;no;no;yes;no;42;3.03;0.43;yes;-1.715451562;place;OTHER;news;1672lon2.n2b;1650-1699;1672;pentionary of this place
0;OF;2;1;animate;no;no;no;yes;no;no;11;1.3;1.73;yes;-1.715451562;highness;command;news;1672lon2.n2b;1650-1699;1672;the command of his royal highness
0;OF;1;1;animate;yes;yes;no;yes;yes;no;41;1.73;0.43;yes;-1.715451562;others;names;news;1672lon2.n2b;1650-1699;1672;the names of others
0;OF;6;1;animate;no;yes;no;no;yes;no;44;0.43;0.87;no;-1.715451562;OTHER;OTHER;news;1672lon2.n2b;1650-1699;1672;the enterment of the right honourable edward earl of sandwich
0;OF;2;2;non-animate;no;yes;no;no;yes;yes;42;1.3;0.43;no;-1.715451562;fleet;OTHER;news;1672lon2.n2b;1650-1699;1672;the late engagement of his majesties fleet
1;S;1;1;animate;no;yes;no;no;yes;yes;42;3.46;1.3;no;-1.715451562;majesty;fleet;news;1672lon2.n2b;1650-1699;1672;majesties fleet
1;S;1;1;animate;yes;yes;no;yes;yes;no;41;3.46;0.43;no;-1.715451562;majesty;OTHER;news;1672lon2.n2b;1650-1699;1672;his majesties expence
1;S;1;1;animate;yes;yes;no;yes;yes;no;40;3.46;0.43;no;-1.715451562;majesty;OTHER;news;1672lon2.n2b;1650-1699;1672;his majesties yachts
0;OF;3;1;animate;no;no;no;no;yes;no;39;0.43;0.87;no;-1.715451562;OTHER;hands;news;1672lon2.n2b;1650-1699;1672;the hands of the heer vander pot
0;OF;1;1;non-animate;yes;yes;yes;yes;yes;yes;36;3.46;0.43;no;-1.715451562;OTHER;OTHER;news;1672lon2.n2b;1650-1699;1672;the outside of the barge
1;S;5;1;animate;yes;yes;yes;yes;yes;yes;42;1.3;0.43;yes;-1.715451562;highness;OTHER;news;1672lon2.n2b;1650-1699;1672;their majesties highnesses barges
1;S;1;1;animate;no;no;yes;no;no;yes;44;3.46;1.3;no;-1.715451562;majesty;fleet;news;1672lon2.n2b;1650-1699;1672;his majesties fleet
1;S;1;1;non-animate;no;no;no;no;yes;yes;41;3.46;0.87;no;-1.715451562;majesty;OTHER;news;1672lon2.n2b;1650-1699;1672;his majesties guards
0;OF;4;1;animate;yes;yes;no;yes;yes;yes;40;0.43;0.43;no;-1.715451562;OTHER;OTHER;news;1672lon2.n2b;1650-1699;1672;the titles of his most noble earl deceased
0;OF;1;1;non-animate;no;no;no;no;yes;yes;45;0.43;0.43;no;-1.715451562;month;OTHER;news;1672lon2.n2b;1650-1699;1672;the 6 of that month
0;OF;2;1;animate;no;no;no;no;yes;yes;42;0.43;1.73;no;-1.715451562;OTHER;audience;news;1672lon2.n2b;1650-1699;1672;audience of the grand visier
1;S;2;2;animate;no;yes;no;no;yes;yes;40;0.43;0.43;no;-1.715451562;signior;OTHER;news;1672lon2.n2b;1650-1699;1672;the grand signiors own tents
0;OF;6;4;animate;yes;no;no;yes;yes;no;42;0.43;0.43;yes;-1.715451562;OTHER;OTHER;news;1672lon2.n2b;1650-1699;1672;the great insolencies and depredations of the rovers of st maure and dulcigno
0;OF;4;2;non-animate;no;yes;no;no;yes;no;39;0.43;0.43;no;-1.715451562;OTHER;OTHER;news;1672lon2.n2b;1650-1699;1672;the great disturbance of our trade and navigation
0;OF;8;1;animate;no;no;no;no;yes;yes;42;0.43;3.9;no;-1.715451562;OTHER;OTHER;news;1672lon2.n2b;1650-1699;1672;the march of any imperialist or other troops of the princes
1;S;2;1;animate;no;yes;no;no;yes;no;39;0.43;0.43;no;-1.715451562;signior;OTHER;news;1672lon2.n2b;1650-1699;1672;the grand signiors intent
0;OF;8;1;non-animate;yes;no;no;yes;yes;no;40;0.87;0.43;yes;-1.715451562;OTHER;value;news;1672lon2.n2b;1650-1699;1672;the value of the things taken from the subjects of this state
0;OF;5;1;non-animate;no;no;no;no;no;no;43;0.87;0.43;no;-1.715451562;OTHER;OTHER;news;1672lon2.n2b;1650-1699;1672;the overflowing of some leagues of the countrey
0;OF;3;1;animate;no;yes;no;no;yes;yes;44;3.03;1.3;yes;-1.715451562;prince;OTHER;news;1672lon2.n2b;1650-1699;1672;his highness of the prince of orange
0;OF;1;2;animate;no;no;no;no;yes;no;45;0.87;0.87;yes;-1.715451562;inhabitants;part;news;1672lon2.n2b;1650-1699;1672;greatest part of the inhabitants
1;S;1;1;animate;no;no;no;no;yes;yes;40;2.6;0.43;no;-1.715451562;king;OTHER;news;1672lon2.n2b;1650-1699;1672;the kings coaches
0;OF;1;1;non-animate;yes;yes;no;yes;yes;no;40;0.87;0.43;no;-1.715451562;army;OTHER;news;1672lon2.n2b;1650-1699;1672;the main of his army
0;OF;3;1;non-animate;yes;yes;no;yes;yes;no;41;0.87;1.73;no;-1.715451562;court;command;news;1672lon2.n2b;1650-1699;1672;the command of the court de rochefort
1;S;3;1;animate;no;no;no;no;yes;yes;42;3.46;0.87;no;-1.715451562;majesty;hands;news;1672lon2.n2b;1650-1699;1672;his most christian majesties hands
0;OF;1;2;non-animate;no;no;no;no;no;yes;41;0.52;4.18;no;-1.695451562;OTHER;part;science;1674ano1.s2b;1650-1699;1674;every part of the oak-tree
0;OF;4;1;non-animate;no;no;no;no;no;no;40;1.57;0.52;yes;-1.695451562;OTHER;middle;science;1674ano1.s2b;1650-1699;1674;the middle of the said piece of timber
0;OF;1;1;non-animate;no;yes;no;no;yes;no;40;3.14;1.57;no;-1.695451562;OTHER;side;science;1674ano1.s2b;1650-1699;1674;the side of the engin
0;OF;4;2;non-animate;no;no;no;no;no;no;36;4.18;1.57;no;-1.695451562;OTHER;side;science;1674ano1.s2b;1650-1699;1674;the other side of the block in fig 2
0;OF;2;1;non-animate;no;yes;no;no;yes;no;35;0.52;1.05;no;-1.695451562;OTHER;places;science;1674ano1.s2b;1650-1699;1674;the places of the 4 feet
0;OF;5;1;non-animate;no;no;no;no;yes;yes;35;5.23;1.05;no;-1.695451562;end;surface;science;1674ano1.s2b;1650-1699;1674;the surface of one end of these hammers
0;OF;4;2;non-animate;no;yes;yes;no;yes;yes;41;2.09;4.18;yes;-1.695451562;OTHER;part;science;1674ano1.s2b;1650-1699;1674;the first part of our tables of snails
0;OF;1;1;non-animate;no;no;no;no;yes;no;45;1.57;0.52;no;-1.695451562;OTHER;OTHER;science;1674ano1.s2b;1650-1699;1674;the copiousness of the subject
0;OF;1;1;non-animate;no;yes;no;no;yes;no;38;1.05;0.52;yes;-1.695451562;OTHER;OTHER;science;1674ano1.s2b;1650-1699;1674;the circumstances of those eggs
0;OF;2;1;non-animate;no;yes;no;no;yes;no;38;0.52;1.57;no;-1.695451562;OTHER;manner;science;1674ano1.s2b;1650-1699;1674;the manner of their generation
0;OF;1;1;non-animate;no;yes;no;no;yes;no;45;1.05;0.52;yes;-1.695451562;OTHER;OTHER;science;1674ano1.s2b;1650-1699;1674;the outside of the trees
0;OF;3;1;non-animate;no;yes;no;no;yes;no;40;1.05;0.52;no;-1.695451562;kind;OTHER;science;1674ano1.s2b;1650-1699;1674;the anatomy of this kind of insect
0;OF;2;1;animate;no;yes;no;no;yes;no;40;4.71;1.05;yes;-1.695451562;OTHER;OTHER;science;1674ano1.s2b;1650-1699;1674;the horns of some snails
0;OF;2;1;animate;no;yes;no;no;yes;yes;39;0.52;0.52;yes;-1.695451562;OTHER;OTHER;science;1674ano1.s2b;1650-1699;1674;the antenne of other insects
0;OF;1;1;animate;no;yes;no;no;yes;yes;44;0.52;0.52;yes;-1.695451562;OTHER;OTHER;science;1674ano1.s2b;1650-1699;1674;the juyce of the purple-fish
0;OF;4;2;non-animate;no;no;no;no;yes;yes;41;1.05;0.52;no;-1.695451562;OTHER;OTHER;science;1674ano1.s2b;1650-1699;1674;the mechanical uses of the saliva of these animals
0;OF;1;1;non-animate;no;no;no;no;yes;no;45;1.05;0.52;no;-1.695451562;OTHER;OTHER;science;1674ano1.s2b;1650-1699;1674;the prae-existence of alcalizate
0;OF;1;1;non-animate;no;yes;no;no;yes;no;40;0.52;0.52;no;-1.695451562;OTHER;action;science;1674ano1.s2b;1650-1699;1674;the action of the fire
0;OF;1;2;non-animate;no;yes;no;no;yes;no;43;0.52;4.18;no;-1.695451562;OTHER;part;science;1674ano1.s2b;1650-1699;1674;the former part of this position
0;OF;2;1;non-animate;no;no;no;no;no;no;44;0.52;1.57;yes;-1.695451562;salts;manner;science;1674ano1.s2b;1650-1699;1674;the manner of volatil salts
0;OF;1;1;non-animate;no;yes;no;no;yes;no;41;1.57;1.57;no;-1.695451562;OTHER;OTHER;science;1674ano1.s2b;1650-1699;1674;the materials of tanning
0;OF;2;2;non-animate;no;no;yes;no;no;yes;43;2.93;2.44;no;-1.695451562;OTHER;part;science;1674leew.s2b;1650-1699;1674;the outermost part of the small hole
0;OF;1;2;non-animate;no;no;no;no;no;no;36;4.89;0.98;no;-1.695451562;sun;OTHER;science;1674leew.s2b;1650-1699;1674;the genuine disk of the sun
0;OF;2;1;non-animate;no;no;no;no;yes;no;47;4.89;0.49;no;-1.695451562;sun;side;science;1674leew.s2b;1650-1699;1674;the side of the true sun
0;OF;3;2;non-animate;no;no;no;no;yes;no;47;0.49;0.49;no;-1.695451562;OTHER;OTHER;science;1674leew.s2b;1650-1699;1674;the chief pillars of medicine and alchimy
0;OF;2;1;non-animate;no;no;no;no;yes;no;46;1.95;1.95;yes;-1.695451562;substance;nature;science;1674leew.s2b;1650-1699;1674;the nature of this protean substance
0;OF;2;3;non-animate;no;yes;no;no;yes;no;44;1.95;1.47;yes;-1.695451562;OTHER;properties;science;1674leew.s2b;1650-1699;1674;the principles and properties of other minerals
0;OF;1;4;non-animate;no;no;no;no;yes;yes;47;8.3;2.44;no;-1.695451562;OTHER;part;science;1674leew.s2b;1650-1699;1674;the acidity or saline part of vitriol
0;OF;1;2;non-animate;no;yes;no;no;yes;yes;43;8.3;3.42;no;-1.695451562;OTHER;parts;science;1674leew.s2b;1650-1699;1674;the constituent parts of vitriol
0;OF;2;1;non-animate;no;yes;no;no;yes;no;38;0.49;0.98;yes;-1.695451562;OTHER;OTHER;science;1674leew.s2b;1650-1699;1674;phlegme of vinous spirits
0;OF;3;1;non-animate;no;no;no;no;no;yes;42;0.98;0.98;yes;-1.695451562;operations;subject;science;1674leew.s2b;1650-1699;1674;the subject of most noble operations
0;OF;1;4;non-animate;no;no;no;no;yes;no;41;5.37;3.91;no;-1.695451562;air;OTHER;science;1674leew.s2b;1650-1699;1674;the first and subtilest stuff of the air
0;OF;2;1;non-animate;no;no;no;no;yes;no;36;3.91;1.95;no;-1.695451562;OTHER;OTHER;science;1674leew.s2b;1650-1699;1674;the particles of the first stuff
0;OF;3;1;non-animate;no;yes;no;no;yes;no;39;6.59;1.52;no;-1.685451562;OTHER;pressure;science;1675ai--.s2b;1650-1699;1675;the pressure of the weight of water
0;OF;2;1;animate;no;yes;no;no;yes;yes;43;2.54;1.52;yes;-1.685451562;OTHER;OTHER;science;1675ai--.s2b;1650-1699;1675;the bladders of several fishes
0;OF;1;1;non-animate;no;yes;no;no;yes;no;36;0.51;12.68;yes;-1.685451562;OTHER;OTHER;science;1675ai--.s2b;1650-1699;1675;the water of the glass
0;OF;1;2;animate;no;no;no;no;yes;no;39;10.65;0.51;yes;-1.685451562;fish;OTHER;science;1675ai--.s2b;1650-1699;1675;the first eating of fish
0;OF;1;2;non-animate;no;yes;no;no;yes;no;43;2.54;0.51;no;-1.685451562;tree;OTHER;science;1675ai--.s2b;1650-1699;1675;the first original of this tree
0;OF;7;1;non-animate;no;yes;no;no;yes;no;41;1.52;0.51;no;-1.685451562;OTHER;OTHER;science;1675ai--.s2b;1650-1699;1675;the lessening of the weight or pressure of the incumbent water
0;OF;1;1;non-animate;no;yes;no;no;yes;yes;42;1.01;0.51;yes;-1.685451562;OTHER;OTHER;science;1675ai--.s2b;1650-1699;1675;the marriage of these trees
0;OF;1;3;non-animate;no;yes;no;no;yes;no;37;3.04;1.01;no;-1.685451562;OTHER;OTHER;science;1675ai--.s2b;1650-1699;1675;the nature and species of both
0;OF;3;2;non-animate;no;no;no;no;yes;no;42;0.51;1.01;yes;-1.685451562;OTHER;OTHER;science;1675ai--.s2b;1650-1699;1675;the differing gravities of several appended solids
0;OF;3;1;non-animate;no;no;no;no;yes;no;36;4.56;6.59;no;-1.685451562;OTHER;weight;science;1675ai--.s2b;1650-1699;1675;the weight of a bulk of water
0;OF;1;1;non-animate;no;yes;no;no;yes;yes;35;1.01;0.51;yes;-1.685451562;OTHER;consideration;science;1675ai--.s2b;1650-1699;1675;consideration of that instance
0;OF;1;1;animate;no;yes;no;no;yes;no;36;10.65;3.55;yes;-1.685451562;fish;body;science;1675ai--.s2b;1650-1699;1675;the body of the fish
0;OF;1;2;non-animate;no;yes;no;no;yes;no;37;12.68;1.52;no;-1.685451562;water;region;science;1675ai--.s2b;1650-1699;1675;the middle region of the water
0;OF;2;3;non-animate;no;yes;yes;no;yes;yes;42;2.46;2.96;no;-1.685451562;latitude;degree;science;1675ano2.s2b;1650-1699;1675;the seventy seventh degree of northern latitude
0;OF;1;1;non-animate;no;no;no;no;yes;no;43;0.49;0.49;no;-1.685451562;OTHER;OTHER;science;1675ano2.s2b;1650-1699;1675;the approach of the summer
0;OF;1;5;non-animate;no;no;no;no;yes;yes;47;0.49;2.96;no;-1.685451562;OTHER;degree;science;1675ano2.s2b;1650-1699;1675;the seventy ninth or eightieth degree of northern-latitude
0;OF;2;1;non-animate;no;yes;no;no;yes;no;37;0.49;0.49;yes;-1.685451562;OTHER;OTHER;science;1675ano2.s2b;1650-1699;1675;the promise of great rewards
0;OF;6;1;non-animate;no;yes;no;no;yes;no;35;3.45;0.99;no;-1.685451562;OTHER;OTHER;science;1675ano2.s2b;1650-1699;1675;the discovery of the northern passage to china and japon
0;OF;4;1;non-animate;no;yes;no;no;yes;no;30;0.49;3.94;no;-1.685451562;age;navigation;science;1675ano2.s2b;1650-1699;1675;the navigation of this and the former age
0;OF;1;3;animate;no;yes;no;no;yes;no;40;2.96;0.49;yes;-1.685451562;OTHER;orders;science;1675ano2.s2b;1650-1699;1675;the directions and orders of those merchants
0;OF;2;2;non-animate;no;yes;no;no;yes;no;40;0.99;2.46;yes;-1.685451562;OTHER;OTHER;science;1675ano2.s2b;1650-1699;1675;the east-indian company of the united netherlands
0;OF;2;2;non-animate;no;no;no;no;yes;no;41;2.46;2.96;no;-1.685451562;latitude;degree;science;1675ano2.s2b;1650-1699;1675;the fiftieth degree of northern latitude
0;OF;1;3;non-animate;no;yes;no;no;yes;no;40;1.97;0.49;yes;-1.685451562;countries;condition;science;1675ano2.s2b;1650-1699;1675;the state and condition of these countries
0;OF;2;1;non-animate;no;yes;no;no;yes;yes;39;1.97;0.49;yes;-1.685451562;countries;inhabitants;science;1675ano2.s2b;1650-1699;1675;the inhabitants of both countries
0;OF;1;1;animate;no;yes;no;no;yes;no;41;0.49;3.94;yes;-1.685451562;OTHER;navigation;science;1675ano2.s2b;1650-1699;1675;the navigation of forraigners
0;OF;2;3;non-animate;no;no;yes;no;yes;yes;41;4.93;1.97;no;-1.685451562;OTHER;part;science;1675ano2.s2b;1650-1699;1675;the most northern part of all tartary
0;OF;1;3;non-animate;no;yes;no;no;yes;yes;41;3.45;0.49;no;-1.685451562;china;OTHER;science;1675ano2.s2b;1650-1699;1675;the histories and mapps of china
0;OF;2;2;non-animate;no;no;no;no;yes;yes;37;2.46;2.96;no;-1.685451562;latitude;degree;science;1675ano2.s2b;1650-1699;1675;the eightieth degree of northern latitude
0;OF;1;6;non-animate;no;yes;no;no;yes;no;39;2.46;2.96;no;-1.685451562;latitude;degree;science;1675ano2.s2b;1650-1699;1675;the seventy eighth or seventy ninth degree of latitude
0;OF;1;1;non-animate;no;no;no;no;no;no;38;0.99;0.49;no;-1.685451562;year;time;science;1675ano2.s2b;1650-1699;1675;the time of the year
0;OF;1;1;non-animate;no;yes;no;no;yes;no;40;0.49;0.49;no;-1.685451562;OTHER;beginning;science;1675ano2.s2b;1650-1699;1675;the beginning of the spring
0;OF;2;1;animate;no;no;yes;no;yes;yes;46;0.49;3.94;yes;-1.685451562;OTHER;navigation;science;1675ano2.s2b;1650-1699;1675;the navigation of william barentz
0;OF;1;1;non-animate;no;yes;yes;no;yes;yes;46;4.44;2.96;no;-1.685451562;OTHER;coast;science;1675ano2.s2b;1650-1699;1675;the coast of nova-zembla
1;S;2;1;animate;no;no;no;no;yes;yes;46;1.01;1.51;no;-1.685451562;OTHER;account;science;1675beal.s2b;1650-1699;1675;jacksons account
1;S;1;1;animate;no;no;no;no;yes;no;42;0.5;0.5;yes;-1.685451562;majesties;dominions;science;1675beal.s2b;1650-1699;1675;majesties dominions
0;OF;2;1;non-animate;no;yes;no;no;yes;yes;45;0.5;0.5;no;-1.685451562;OTHER;OTHER;science;1675beal.s2b;1650-1699;1675;scribler of the short note
0;OF;1;1;non-animate;no;no;no;no;yes;yes;45;2.52;1.01;no;-1.685451562;air;weight;science;1675beal.s2b;1650-1699;1675;the weight of the air
0;OF;2;1;non-animate;no;yes;no;no;yes;yes;47;3.03;2.02;no;-1.685451562;OTHER;surface;science;1675beal.s2b;1650-1699;1675;surface of some ground
