depvar;depvar_binary;genitive_type;por_length_words;pum_length_words;animacy;alpha_persistence_S;alpha_persistence_OF;alpha_persistence_NN;beta_persistence_S;beta_persistence_OF;beta_persistence_NN;TTR;por_thematicity_ptw;pum_thematicity_ptw;final_sibilancy;time;por_head_noun;pum_head_noun;register;filename;period;year;gen_phrase
1;0;OF;1;1;non-animate;no;yes;no;no;yes;no;26;0.45;0.89;no;-1.685451562;OTHER;OTHER;science;1675ray;1650-1699;1675;the dew of august
1;0;OF;1;2;non-animate;no;yes;no;no;yes;no;23;0.45;0.89;no;-1.685451562;march;OTHER;science;1675ray;1650-1699;1675;the keen winds of march
1;0;OF;1;3;non-animate;no;yes;no;no;yes;no;30;0.89;0.45;no;-1.685451562;moon;OTHER;science;1675ray;1650-1699;1675;the increase or decrease of the moon
3;1;NN;1;1;non-animate;no;no;no;no;yes;no;39;1.34;0.45;no;-1.685451562;spring;waters;science;1675ray;1650-1699;1675;NN-spring waters
1;0;OF;3;1;non-animate;no;no;no;no;no;no;42;0.45;2.23;no;-1.685451562;OTHER;OTHER;science;1675ray;1650-1699;1675;the measure of the rain and snow-water
1;0;OF;2;2;animate;yes;yes;yes;yes;yes;no;45;3.57;3.57;yes;-1.685451562;fish;OTHER;science;1675ray;1650-1699;1675;the swimming bladder of any fish
1;0;OF;1;1;non-animate;no;no;no;no;yes;no;44;0.45;0.45;no;-1.685451562;OTHER;subject;science;1675ray;1650-1699;1675;the subject of the examen
1;0;OF;1;1;non-animate;no;no;no;no;no;yes;44;8.04;0.89;no;-1.685451562;water;pressure;science;1675ray;1650-1699;1675;the pressure of the water
1;0;OF;2;1;non-animate;no;yes;no;no;yes;yes;39;0.36;1.44;no;-1.675451562;OTHER;subject;science;1676coxe;1650-1699;1676;the subject of our inquiry
1;0;OF;2;1;non-animate;no;yes;no;no;yes;yes;44;7.53;1.08;no;-1.675451562;OTHER;OTHER;science;1676coxe;1650-1699;1676;the union of the volatil salt
1;0;OF;1;1;non-animate;no;yes;no;no;yes;yes;43;3.95;7.53;yes;-1.675451562;OTHER;OTHER;science;1676coxe;1650-1699;1676;the salt of alcalies
1;0;OF;1;2;non-animate;no;yes;no;no;yes;yes;46;0.36;2.51;no;-1.675451562;OTHER;OTHER;science;1676coxe;1650-1699;1676;different degrees of gravitation
1;0;OF;1;1;non-animate;no;no;no;no;yes;yes;43;1.08;0.72;no;-1.675451562;OTHER;OTHER;science;1676coxe;1650-1699;1676;the operation of the sulphur
1;0;OF;1;2;non-animate;no;no;no;no;yes;yes;46;3.59;9.33;yes;-1.675451562;vegetables;salts;science;1676coxe;1650-1699;1676;the volatil salts of vegetables
1;0;OF;1;1;non-animate;no;yes;no;no;yes;no;45;3.59;2.15;yes;-1.675451562;vegetables;OTHER;science;1676coxe;1650-1699;1676;the ashes of vegetables
1;0;OF;2;1;non-animate;no;no;no;no;yes;yes;46;0.36;0.36;no;-1.675451562;OTHER;OTHER;science;1676coxe;1650-1699;1676;limitation of due purification
1;0;OF;3;1;non-animate;no;yes;no;no;yes;yes;47;0.36;7.53;no;-1.675451562;OTHER;OTHER;science;1676coxe;1650-1699;1676;the salt of wormwood and mint
1;0;OF;1;2;non-animate;no;no;no;no;yes;yes;42;3.95;3.59;yes;-1.675451562;plants;OTHER;science;1676coxe;1650-1699;1676;the essential oyl of plants
1;0;OF;1;1;non-animate;no;yes;no;no;yes;no;28;4.31;1.08;no;-1.675451562;fire;action;science;1676coxe;1650-1699;1676;the action of fire
1;0;OF;2;1;non-animate;no;no;no;no;yes;no;45;3.95;9.33;yes;-1.675451562;plants;salts;science;1676coxe;1650-1699;1676;the salts of different plants
1;0;OF;1;1;non-animate;no;yes;no;no;yes;no;39;3.59;2.15;yes;-1.675451562;vegetables;OTHER;science;1676coxe;1650-1699;1676;the ashes of vegetables
1;0;OF;1;2;non-animate;no;yes;no;no;yes;yes;41;3.95;9.33;yes;-1.675451562;plants;salts;science;1676coxe;1650-1699;1676;fixd salts of plants
1;0;OF;1;1;non-animate;no;yes;no;no;yes;yes;42;4.31;1.08;no;-1.675451562;fire;action;science;1676coxe;1650-1699;1676;the action of the fire
1;0;OF;1;1;non-animate;no;yes;no;no;yes;yes;40;0.39;5.87;no;-1.675451562;OTHER;angle;science;1676newt;1650-1699;1676;the angle of a sector
1;0;OF;1;1;non-animate;no;yes;no;no;yes;yes;36;10.56;10.95;no;-1.675451562;image;length;science;1676newt;1650-1699;1676;the length of the image
1;0;OF;4;1;non-animate;no;yes;no;no;yes;yes;35;0.39;5.87;no;-1.675451562;OTHER;breadth;science;1676newt;1650-1699;1676;the breadth of the hole in the window
1;0;OF;1;1;non-animate;no;yes;no;no;yes;no;36;0.39;10.95;yes;-1.675451562;OTHER;length;science;1676newt;1650-1699;1676;the length of the images
1;0;OF;1;1;non-animate;no;no;no;no;no;no;36;10.56;0.78;no;-1.675451562;image;lengths;science;1676newt;1650-1699;1676;the lengths of the image
1;0;OF;1;1;non-animate;no;yes;no;no;yes;no;39;10.56;1.17;no;-1.675451562;image;ends;science;1676newt;1650-1699;1676;the ends of the image
2;0;S;1;1;non-animate;no;yes;no;no;yes;no;34;1.56;4.69;yes;-1.675451562;OTHER;light;science;1676newt;1650-1699;1676;suns light
2;0;S;1;1;non-animate;no;no;no;no;no;no;41;1.56;4.69;yes;-1.675451562;OTHER;light;science;1676newt;1650-1699;1676;suns light
2;0;S;1;1;non-animate;yes;yes;no;yes;yes;no;40;1.56;4.69;yes;-1.675451562;OTHER;light;science;1676newt;1650-1699;1676;suns light
1;0;OF;1;1;non-animate;yes;yes;no;yes;yes;no;41;10.56;5.87;no;-1.675451562;image;breadth;science;1676newt;1650-1699;1676;the breadth of the image
1;0;OF;5;2;non-animate;no;yes;no;no;yes;no;39;0.78;0.39;no;-1.675451562;telescope;OTHER;science;1676newt;1650-1699;1676;a double convexglass of a sixteen or eighteen foot telescope
1;0;OF;1;1;non-animate;no;yes;no;no;yes;yes;39;10.56;5.87;no;-1.675451562;image;breadth;science;1676newt;1650-1699;1676;the breadth of the image
1;0;OF;1;1;non-animate;no;yes;no;no;yes;yes;33;10.56;0.78;no;-1.675451562;image;lengths;science;1676newt;1650-1699;1676;the lengths of the image
1;0;OF;3;1;non-animate;no;no;no;no;yes;yes;44;0.78;0.39;no;-1.675451562;telescope;OTHER;science;1676newt;1650-1699;1676;an object-glass of an 18 foot telescope
1;0;OF;1;2;non-animate;no;no;no;no;no;yes;41;10.56;10.95;no;-1.675451562;image;length;science;1676newt;1650-1699;1676;the utmost length of the image
1;0;OF;1;2;non-animate;no;yes;no;no;yes;no;35;10.56;10.95;no;-1.675451562;image;length;science;1676newt;1650-1699;1676;the utmost length of the image
1;0;OF;1;1;non-animate;no;yes;no;no;yes;no;34;2.74;4.69;no;-1.675451562;sun;light;science;1676newt;1650-1699;1676;the light of the sun
1;0;OF;1;1;non-animate;no;yes;no;no;yes;no;33;1.17;4.69;yes;-1.675451562;OTHER;light;science;1676newt;1650-1699;1676;the light of the clouds
1;0;OF;1;1;non-animate;no;yes;no;no;yes;yes;38;10.56;5.87;no;-1.675451562;image;breadth;science;1676newt;1650-1699;1676;the breadth of the image
1;0;OF;1;2;non-animate;no;no;no;no;no;no;43;1.17;0.39;yes;-1.675451562;OTHER;OTHER;science;1676newt;1650-1699;1676;the different figures of prisms
1;0;OF;1;3;non-animate;no;yes;no;no;yes;yes;44;0.39;0.78;yes;-1.675451562;OTHER;OTHER;science;1676newt;1650-1699;1676;the different refractive power of glasses
1;0;OF;1;1;non-animate;no;yes;no;no;yes;no;31;10.56;10.95;no;-1.675451562;image;length;science;1676newt;1650-1699;1676;length of the image
1;0;OF;1;1;non-animate;yes;yes;no;yes;yes;yes;33;10.56;5.87;no;-1.675451562;image;breadth;science;1676newt;1650-1699;1676;the breadth of the image
2;0;S;1;1;non-animate;no;yes;no;no;yes;yes;33;2.74;0.78;no;-1.675451562;sun;diameter;science;1676newt;1650-1699;1676;suns diameter
1;0;OF;1;1;non-animate;no;yes;no;yes;yes;yes;43;5.87;0.39;no;-1.675451562;angle;OTHER;science;1676newt;1650-1699;1676;the increase of the angle
1;0;OF;1;1;non-animate;no;yes;no;yes;yes;yes;40;10.56;10.95;no;-1.675451562;image;length;science;1676newt;1650-1699;1676;the length of the image
3;1;NN;1;1;non-animate;no;yes;no;no;yes;no;38;1.75;1.75;no;-1.655451562;state;OTHER;letters;1678more.x2b;1650-1699;1678;NN-state affaires
1;0;OF;2;1;non-animate;yes;no;no;yes;yes;yes;45;1.85;1.85;yes;-1.635451562;OTHER;OTHER;letters;1680brwn.x2b;1650-1699;1680;warden of winchester colledge
2;0;S;4;1;non-animate;no;no;no;no;yes;yes;49;1.85;1.85;no;-1.635451562;OTHER;OTHER;letters;1680brwn.x2b;1650-1699;1680;a fewe east india shipps arrivall
1;0;OF;2;1;non-animate;yes;no;no;no;no;no;31;0.95;0.48;no;-1.615451562;OTHER;OTHER;news;1682pro1.n2b;1650-1699;1682;the admiral of our fleet
2;0;S;2;1;animate;no;no;no;no;yes;no;43;0.48;1.43;no;-1.615451562;OTHER;OTHER;news;1682pro1.n2b;1650-1699;1682;georges fields
1;0;OF;1;1;non-animate;no;yes;no;no;yes;yes;44;0.95;0.48;no;-1.615451562;OTHER;OTHER;news;1682pro1.n2b;1650-1699;1682;the affair of the charter
1;0;OF;2;1;non-animate;no;no;no;no;yes;no;45;0.48;0.48;no;-1.615451562;OTHER;OTHER;news;1682pro1.n2b;1650-1699;1682;the lords of the privy-council there
1;0;OF;1;1;non-animate;no;yes;no;no;yes;no;39;0.48;0.48;yes;-1.615451562;OTHER;payment;news;1682pro1.n2b;1650-1699;1682;the payment of his debts
1;0;OF;1;1;non-animate;yes;no;no;no;no;no;46;0.95;0.48;no;-1.615451562;town;OTHER;news;1682pro1.n2b;1650-1699;1682;the key of that town
2;0;S;1;1;non-animate;no;yes;no;yes;yes;yes;41;0.48;0.48;yes;-1.615451562;states;OTHER;news;1682pro1.n2b;1650-1699;1682;states general
1;0;OF;1;1;non-animate;no;yes;no;no;yes;yes;41;2.39;1.43;no;-1.615451562;house;OTHER;news;1682pro1.n2b;1650-1699;1682;the sense of the house
1;0;OF;1;1;non-animate;no;yes;no;no;yes;no;40;2.39;0.48;no;-1.615451562;house;act;news;1682pro1.n2b;1650-1699;1682;the act of the house
1;0;OF;1;1;non-animate;no;no;no;yes;yes;yes;43;2.39;0.48;no;-1.615451562;house;OTHER;news;1682pro1.n2b;1650-1699;1682;the affairs of the house
1;0;OF;1;2;non-animate;no;yes;no;no;yes;no;42;1.43;2.86;no;-1.615451562;OTHER;day;news;1682pro1.n2b;1650-1699;1682;the last day of the term
1;0;OF;1;1;non-animate;yes;yes;no;no;yes;no;42;0.48;0.48;no;-1.615451562;march;OTHER;news;1682pro1.n2b;1650-1699;1682;the 8th of march
1;0;OF;2;1;animate;yes;no;yes;no;no;no;25;0.95;0.95;yes;-1.615451562;OTHER;OTHER;news;1682pro2.n2b;1650-1699;1682;the places of thirteen cardinals
1;0;OF;2;1;animate;yes;yes;yes;no;yes;yes;42;0.48;0.48;no;-1.615451562;OTHER;OTHER;news;1682pro2.n2b;1650-1699;1682;muthering of a bastard child
1;0;OF;1;1;non-animate;yes;yes;no;no;yes;yes;42;0.95;0.48;yes;-1.615451562;OTHER;OTHER;news;1682pro2.n2b;1650-1699;1682;marshal of the archers
1;0;OF;5;1;animate;no;no;no;no;no;no;39;0.48;1.91;no;-1.615451562;OTHER;OTHER;news;1682pro2.n2b;1650-1699;1682;a jury of the yeomen of the kings house
2;0;S;1;1;non-animate;yes;yes;yes;yes;yes;yes;39;0.48;0.48;yes;-1.615451562;OTHER;OTHER;news;1682pro2.n2b;1650-1699;1682;kitchens books
1;0;OF;1;1;non-animate;no;no;no;no;yes;no;36;1.91;0.48;no;-1.615451562;OTHER;OTHER;news;1682pro2.n2b;1650-1699;1682;the assembling of the clergy
1;0;OF;3;1;non-animate;no;yes;no;no;yes;no;38;0.48;0.95;no;-1.615451562;OTHER;OTHER;news;1682pro2.n2b;1650-1699;1682;the magistrates of the city of cantebury
1;0;OF;1;2;non-animate;yes;yes;no;no;yes;yes;43;0.48;0.48;no;-1.615451562;state;ministers;news;1682pro2.n2b;1650-1699;1682;our ministers of state
1;0;OF;1;1;non-animate;yes;no;no;no;no;yes;45;3.1;3.1;yes;-1.465451562;OTHER;OTHER;letters;1697lock.x2b;1650-1699;1697;the swelling of her legs
1;0;OF;1;1;animate;yes;yes;no;no;yes;yes;44;1.55;1.55;no;-1.465451562;OTHER;OTHER;letters;1697lock.x2b;1650-1699;1697;the blesseing of god
1;0;OF;3;1;animate;no;no;no;no;no;no;12;0.38;0.38;yes;-1.465451562;OTHER;OTHER;news;1697pos1.n2b;1650-1699;1697;the nomination of the penipotentiaries of england
1;0;OF;1;1;non-animate;no;yes;no;no;yes;yes;43;0.38;1.14;no;-1.465451562;OTHER;OTHER;news;1697pos1.n2b;1650-1699;1697;the circles of the empire
1;0;OF;1;1;non-animate;no;yes;no;no;yes;yes;45;0.38;1.91;yes;-1.465451562;OTHER;OTHER;news;1697pos1.n2b;1650-1699;1697;the harbour of venice
1;0;OF;1;1;non-animate;no;yes;no;no;yes;no;44;0.76;0.38;no;-1.465451562;OTHER;OTHER;news;1697pos1.n2b;1650-1699;1697;the 2d of november
2;0;S;1;1;animate;no;no;no;no;yes;no;44;0.38;3.43;no;-1.465451562;enemy;OTHER;news;1697pos1.n2b;1650-1699;1697;the enemies ships
1;0;OF;1;1;non-animate;no;no;no;no;yes;no;42;0.76;0.38;no;-1.465451562;OTHER;mouth;news;1697pos1.n2b;1650-1699;1697;the mouth of the gulph
1;0;OF;1;1;non-animate;no;yes;no;no;yes;no;44;0.76;0.76;no;-1.465451562;OTHER;OTHER;news;1697pos1.n2b;1650-1699;1697;the month of the gulph
1;0;OF;1;1;non-animate;no;yes;no;no;yes;no;42;1.14;0.38;no;-1.465451562;OTHER;OTHER;news;1697pos1.n2b;1650-1699;1697;the noise of the cannon
2;0;S;1;1;animate;no;yes;no;no;yes;no;42;1.53;3.43;yes;-1.465451562;OTHER;OTHER;news;1697pos1.n2b;1650-1699;1697;enemies ships
1;0;OF;1;1;non-animate;no;no;no;no;yes;yes;46;0.76;0.76;no;-1.465451562;OTHER;OTHER;news;1697pos1.n2b;1650-1699;1697;the 24th of november
2;0;S;1;1;animate;no;yes;no;no;yes;yes;43;0.38;0.38;no;-1.465451562;enemy;OTHER;news;1697pos1.n2b;1650-1699;1697;the enemies parties
1;0;OF;1;1;animate;no;no;no;no;no;yes;45;1.53;0.38;yes;-1.465451562;OTHER;assembly;news;1697pos1.n2b;1650-1699;1697;the assembly of the plenipotentiaries
1;0;OF;2;1;non-animate;no;no;no;no;yes;no;40;0.38;0.76;yes;-1.465451562;OTHER;OTHER;news;1697pos1.n2b;1650-1699;1697;the interest of their commerce
1;0;OF;1;1;non-animate;no;no;no;no;no;yes;40;0.38;1.14;yes;-1.465451562;congress;place;news;1697pos1.n2b;1650-1699;1697;the place of congress
1;0;OF;1;1;non-animate;no;yes;no;no;yes;yes;41;0.76;0.38;no;-1.465451562;OTHER;OTHER;news;1697pos1.n2b;1650-1699;1697;the chapter of liege
1;0;OF;1;1;non-animate;no;no;no;no;yes;yes;44;0.76;0.38;no;-1.465451562;OTHER;OTHER;news;1697pos1.n2b;1650-1699;1697;the arrival of the convoy
1;0;OF;2;1;non-animate;no;no;no;no;no;no;41;0.38;0.76;no;-1.465451562;OTHER;end;news;1697pos1.n2b;1650-1699;1697;the end of each campaign
1;0;OF;1;2;non-animate;no;yes;no;no;yes;yes;44;0.38;0.38;yes;-1.465451562;OTHER;OTHER;news;1697pos2.n2b;1650-1699;1697;the present juncture of affairs
1;0;OF;1;1;animate;no;no;no;no;yes;no;43;0.76;0.38;yes;-1.465451562;OTHER;OTHER;news;1697pos2.n2b;1650-1699;1697;the invasions of the tartars
1;0;OF;1;1;non-animate;no;no;no;no;yes;yes;46;5.34;0.38;no;-1.465451562;OTHER;OTHER;news;1697pos2.n2b;1650-1699;1697;the 15th of june
1;0;OF;2;1;non-animate;no;yes;no;no;yes;no;42;1.14;0.38;yes;-1.465451562;OTHER;value;news;1697pos2.n2b;1650-1699;1697;the value of 75000 crowns
2;0;S;1;2;animate;no;yes;no;no;yes;no;40;3.05;1.14;no;-1.465451562;OTHER;OTHER;news;1697pos2.n2b;1650-1699;1697;the electors life guards
2;0;S;1;2;animate;yes;yes;no;yes;yes;yes;30;3.05;1.14;no;-1.465451562;OTHER;OTHER;news;1697pos2.n2b;1650-1699;1697;the electors life guards
1;0;OF;1;1;non-animate;yes;yes;no;yes;yes;yes;41;0.38;0.38;no;-1.465451562;OTHER;OTHER;news;1697pos2.n2b;1650-1699;1697;the continuance of his friendship
1;0;OF;2;1;animate;no;no;no;no;yes;no;39;0.38;0.38;no;-1.465451562;OTHER;OTHER;news;1697pos2.n2b;1650-1699;1697;the standard of st otalla
1;0;OF;1;1;non-animate;no;no;no;no;yes;no;39;0.38;2.29;no;-1.465451562;OTHER;place;news;1697pos2.n2b;1650-1699;1697;the place of election
1;0;OF;2;1;non-animate;no;no;no;no;yes;yes;43;1.14;0.76;yes;-1.465451562;OTHER;OTHER;news;1697pos2.n2b;1650-1699;1697;brigadeer of the kings forces
3;1;NN;1;1;animate;no;yes;no;no;yes;no;42;0.38;0.38;no;-1.465451562;enemy;OTHER;news;1697pos2.n2b;1650-1699;1697;the NN-enemy desert
1;0;OF;2;1;non-animate;no;no;no;no;no;yes;40;0.38;0.38;yes;-1.465451562;OTHER;payment;news;1697pos2.n2b;1650-1699;1697;the payment of the officers debts
1;0;OF;1;1;non-animate;yes;yes;no;yes;yes;no;40;0.38;2.29;no;-1.465451562;OTHER;troops;news;1697pos2.n2b;1650-1699;1697;the troops of liege
2;0;S;2;1;non-animate;no;no;no;no;yes;yes;36;0.86;3.05;no;-1.465451562;OTHER;OTHER;news;1697pos2.n2b;1650-1699;1697;the west indies ships
1;0;OF;1;1;non-animate;no;yes;no;no;yes;no;41;0.76;0.38;no;-1.465451562;state;ministers;news;1697pos2.n2b;1650-1699;1697;the ministers of state
1;0;OF;2;2;non-animate;no;no;no;no;no;yes;39;2.68;2.68;yes;-1.435451562;OTHER;OTHER;letters;1700cong.x3b;1700-1749;1700;all sectaries of the reformd churches
1;0;OF;2;1;non-animate;no;no;no;no;yes;no;40;2.27;2.27;yes;-1.425451562;OTHER;character;letters;1701cong.x3b;1700-1749;1701;the character of the irish seas
1;0;OF;4;1;animate;no;no;no;no;no;no;41;3.03;3.03;no;-1.415451562;OTHER;OTHER;letters;1702adds.x3b;1700-1749;1702;the reign of charlemain or king peppin
1;0;OF;3;1;non-animate;no;yes;no;no;yes;no;36;0.5;1.49;no;-1.395451562;OTHER;OTHER;news;1704cou1.n3b;1700-1749;1704;collonel of a regiment of infantry
1;0;OF;1;1;non-animate;no;yes;no;no;yes;yes;41;0.5;0.99;no;-1.395451562;OTHER;OTHER;news;1704cou1.n3b;1700-1749;1704;the service of the atrtillery
1;0;OF;4;1;non-animate;no;yes;no;no;yes;yes;36;1.98;1.49;no;-1.395451562;OTHER;OTHER;news;1704cou1.n3b;1700-1749;1704;collonel of the regiment of spanish guards
3;1;NN;1;1;animate;no;yes;no;no;yes;yes;40;0.5;0.99;no;-1.395451562;OTHER;OTHER;news;1704cou1.n3b;1700-1749;1704;NN-lamb wool
1;0;OF;1;2;non-animate;no;yes;no;no;yes;yes;44;0.99;0.5;yes;-1.395451562;OTHER;OTHER;news;1704cou1.n3b;1700-1749;1704;the other directors of the farms
1;0;OF;6;1;non-animate;no;yes;no;no;yes;yes;41;0.99;1.98;no;-1.395451562;OTHER;OTHER;news;1704cou1.n3b;1700-1749;1704;captain of the troop of gens darmes of berri
1;0;OF;1;1;non-animate;no;yes;no;no;yes;yes;32;0.5;0.5;no;-1.395451562;OTHER;OTHER;news;1704cou1.n3b;1700-1749;1704;commadore of the squardron
1;0;OF;1;1;non-animate;yes;no;no;yes;yes;yes;40;0.5;0.5;no;-1.395451562;OTHER;post;news;1704cou1.n3b;1700-1749;1704;the post of brigadier
1;0;OF;7;1;non-animate;no;yes;no;no;yes;yes;38;0.5;0.99;no;-1.395451562;OTHER;OTHER;news;1704cou1.n3b;1700-1749;1704;the presidentship of the contratation or chamber of commerce of seville
1;0;OF;1;1;non-animate;no;no;no;no;yes;yes;42;3.43;0.49;no;-1.395451562;may;OTHER;news;1704cou2.n3b;1700-1749;1704;the 24th of may
1;0;OF;1;1;animate;yes;no;no;yes;yes;yes;44;2.94;0.49;no;-1.395451562;enemy;OTHER;news;1704cou2.n3b;1700-1749;1704;the hands of the enemy
2;0;S;1;1;non-animate;no;yes;no;no;yes;no;41;0.98;0.49;no;-1.395451562;OTHER;OTHER;news;1704cou2.n3b;1700-1749;1704;boats crew
1;0;OF;1;1;non-animate;yes;yes;no;yes;yes;no;36;3.43;0.98;no;-1.395451562;may;OTHER;news;1704cou2.n3b;1700-1749;1704;the 30th of may
2;0;S;1;1;animate;no;no;no;no;no;yes;35;2.94;1.96;no;-1.395451562;enemy;OTHER;news;1704cou2.n3b;1700-1749;1704;enemies lines
3;1;NN;1;1;non-animate;no;no;no;no;yes;yes;45;0.49;0.49;no;-1.395451562;OTHER;OTHER;news;1704cou2.n3b;1700-1749;1704;NN-sword blades
1;0;OF;1;1;animate;yes;yes;no;yes;yes;no;39;0.98;4.41;no;-1.395451562;OTHER;troops;news;1704cou2.n3b;1700-1749;1704;the troops of the ferrareze
1;0;OF;1;1;non-animate;yes;no;no;yes;yes;yes;40;0.49;0.49;no;-1.395451562;church;OTHER;news;1704cou2.n3b;1700-1749;1704;the censures of the church
1;0;OF;1;1;animate;no;yes;no;no;yes;yes;40;1.47;1.47;no;-1.395451562;OTHER;post;news;1704cou2.n3b;1700-1749;1704;the post of figuarolo
2;0;S;1;1;animate;no;no;no;no;yes;no;43;2.94;2.94;no;-1.395451562;enemy;OTHER;news;1704cou2.n3b;1700-1749;1704;enemies fleet
1;0;OF;1;1;non-animate;yes;yes;no;yes;yes;yes;44;3.43;0.49;no;-1.395451562;may;OTHER;news;1704cou2.n3b;1700-1749;1704;the 22d of may
1;0;OF;2;1;non-animate;no;no;no;no;no;no;42;2.44;2.44;no;-1.395451562;OTHER;OTHER;letters;1704dfoe.x3b;1700-1749;1704;the perticulars of our discourse
1;0;OF;1;1;non-animate;yes;yes;no;no;yes;no;38;4.91;2.46;no;-1.385451562;OTHER;OTHER;letters;1705wych.x3b;1700-1749;1705;the sacrifice of incense
2;0;S;2;1;non-animate;no;no;no;no;no;yes;37;2.46;4.91;no;-1.385451562;summer;day;letters;1705wych.x3b;1700-1749;1705;a chearful summers day
1;0;OF;1;2;non-animate;no;no;no;no;yes;yes;37;10.64;2.66;no;-1.365451562;OTHER;OTHER;letters;1707wych.x3b;1700-1749;1707;the usual bane of love
1;0;OF;2;1;non-animate;yes;no;no;yes;no;no;42;2.66;5.32;no;-1.365451562;OTHER;OTHER;letters;1707wych.x3b;1700-1749;1707;the news of your good health
1;0;OF;3;1;non-animate;no;no;yes;yes;yes;yes;45;4.22;4.22;no;-1.355451562;OTHER;end;letters;1708adds.x3b;1700-1749;1708;end of ye next week
1;0;OF;1;1;non-animate;no;no;yes;no;no;yes;47;6.45;6.45;no;-1.345451562;OTHER;sale;letters;1709stel.x3b;1700-1749;1709;sale of my estate
2;0;S;2;1;animate;no;yes;yes;no;yes;yes;40;7.07;3.53;yes;-1.335451562;OTHER;OTHER;letters;1710adds.x3b;1700-1749;1710;jamess coffee-house
3;1;NN;1;1;non-animate;yes;no;no;no;yes;yes;45;0.4;0.4;no;-1.285451562;town;wall;news;1715eve1.n3b;1700-1749;1715;the NN-town wall
1;0;OF;4;1;non-animate;yes;no;no;no;yes;yes;38;0.4;0.4;no;-1.285451562;OTHER;OTHER;news;1715eve1.n3b;1700-1749;1715;the confluence of the rhine and the moselle
1;0;OF;1;1;non-animate;yes;no;no;no;yes;yes;40;1.21;0.4;no;-1.285451562;OTHER;OTHER;news;1715eve1.n3b;1700-1749;1715;the regency of staden
1;0;OF;2;1;non-animate;no;no;no;no;yes;yes;45;1.62;0.4;no;-1.285451562;treaty;OTHER;news;1715eve1.n3b;1700-1749;1715;the ratification of the barrier treaty
1;0;OF;1;1;non-animate;yes;yes;no;no;yes;yes;40;1.21;0.4;no;-1.285451562;OTHER;OTHER;news;1715eve1.n3b;1700-1749;1715;the magistracy of staden
1;0;OF;1;1;non-animate;no;yes;no;no;yes;no;43;0.81;2.83;no;-1.285451562;OTHER;officers;news;1715eve1.n3b;1700-1749;1715;the officers of the garrison
1;0;OF;1;1;non-animate;yes;no;no;yes;yes;yes;43;1.62;1.62;no;-1.285451562;city;OTHER;news;1715eve1.n3b;1700-1749;1715;the gate of the city
1;0;OF;1;1;non-animate;yes;no;no;no;yes;yes;39;0.81;2.83;no;-1.285451562;OTHER;officers;news;1715eve1.n3b;1700-1749;1715;the officers of his chancery
1;0;OF;2;1;non-animate;no;yes;no;no;yes;yes;43;4.13;2.07;no;-1.285451562;OTHER;OTHER;news;1715eve2.n3b;1700-1749;1715;masters of the penamunder fort
2;0;S;1;1;animate;no;yes;no;no;yes;yes;45;6.2;2.07;no;-1.285451562;enemy;OTHER;news;1715eve2.n3b;1700-1749;1715;enemys fusiliers
1;0;OF;1;3;animate;yes;yes;yes;yes;yes;no;44;5.06;1.26;no;-1.275451562;OTHER;OTHER;letters;1716lady.x3b;1700-1749;1716;under the figure of amphitrion
2;0;S;2;1;animate;yes;no;no;yes;yes;yes;46;5.89;1.96;no;-1.265451562;OTHER;OTHER;letters;1717adds.x3b;1700-1749;1717;stanyans quality
1;0;OF;1;1;non-animate;yes;yes;no;no;yes;no;44;1.21;2.42;no;-1.265451562;OTHER;OTHER;letters;1717berk.x3b;1700-1749;1717;the promontory of antium
1;0;OF;1;1;non-animate;yes;yes;no;no;yes;no;43;1.21;1.21;yes;-1.265451562;OTHER;OTHER;letters;1717berk.x3b;1700-1749;1717;the cape of palinurus
